TIME,RPM,AMPS AVG,MOTOR VOLTS
3.483333333333326,2053.04,0.03,1.73
3.4999999999999925,2053.05,0.03,1.78
3.516666666666659,2052.91,0.03,1.73
3.5333333333333257,2053.46,0.03,1.69
3.5499999999999923,2055.9,0.03,1.69
3.566666666666659,2055.21,0.03,1.69
3.5833333333333255,2056.07,0.03,1.73
3.599999999999992,2054.94,0.03,1.69
3.6166666666666587,2054.17,0.03,1.68
3.6333333333333253,2056.43,0.03,1.69
3.649999999999992,2056.98,0.03,1.73
3.6666666666666585,2058.16,0.03,1.73
3.683333333333325,2057.66,0.03,1.69
3.6999999999999917,2058.99,0.03,1.69
3.7166666666666583,2059.28,0.03,1.69
3.733333333333325,2059.05,0.03,1.69
3.7499999999999916,2058.02,0.03,1.73
3.766666666666658,2057.28,0.03,1.73
3.7833333333333248,2058.81,0.03,1.73
3.7999999999999914,2060.57,0.03,1.78
3.816666666666658,2062.45,0.03,1.78
3.8333333333333246,2060.8,0.03,1.69
3.849999999999991,2061.8,0.03,1.73
3.866666666666658,2060.86,0.03,1.73
3.8833333333333244,2060.83,0.03,1.73
3.899999999999991,2062.27,0.03,1.78
3.9166666666666576,2060.06,0.03,1.73
3.9333333333333242,2061.09,0.03,1.69
3.949999999999991,2063.14,0.03,1.69
3.9666666666666575,2063.73,0.03,1.69
3.983333333333324,2064.43,0.03,1.69
3.9999999999999907,2061.71,0.03,1.73
4.016666666666658,2061.63,0.03,1.73
4.033333333333324,2062.98,0.03,1.73
4.049999999999991,2064.32,0.03,1.73
4.0666666666666575,2065.47,0.03,1.73
4.083333333333324,2065.31,0.03,1.69
4.099999999999991,2065.22,0.03,1.69
4.116666666666657,2064.07,0.03,1.69
4.133333333333324,2064.84,0.03,1.73
4.149999999999991,2067.03,0.03,1.73
4.166666666666657,2068.54,0.03,1.73
4.183333333333324,2067.78,0.03,1.69
4.19999999999999,2064.01,0.03,1.69
4.216666666666657,2067.52,0.03,1.73
4.233333333333324,2067.87,0.03,1.73
4.24999999999999,2067.23,0.03,1.78
4.266666666666657,2064.6,0.03,1.78
4.2833333333333234,2069.41,0.03,1.73
4.29999999999999,2067.14,0.03,1.73
4.316666666666657,2069.91,0.03,1.73
4.333333333333323,2069.94,0.03,1.73
4.34999999999999,2070.58,0.03,1.73
4.3666666666666565,2067.57,0.03,1.73
4.383333333333323,2068.47,0.03,1.73
4.39999999999999,2068.8,0.03,1.73
4.416666666666656,2070.71,0.03,1.69
4.433333333333323,2072.57,0.03,1.69
4.4499999999999895,2071.34,0.03,1.78
4.466666666666656,2071.99,0.03,1.69
4.483333333333323,2069.5,0.03,1.73
4.499999999999989,2070.4,0.03,1.73
4.516666666666656,2071.87,0.03,1.69
4.533333333333323,2075.39,0.03,1.73
4.549999999999989,2074.75,0.03,1.69
4.566666666666656,2073.76,0.03,1.73
4.583333333333322,2073.33,0.03,1.69
4.599999999999989,2070.87,0.03,1.69
4.616666666666656,2072.81,0.03,1.73
4.633333333333322,2075.31,0.03,1.73
4.649999999999989,2075.88,0.03,1.73
4.666666666666655,2076.87,0.03,1.73
4.683333333333322,2077.39,0.03,1.69
4.699999999999989,2074.81,0.03,1.68
4.716666666666655,2075.44,0.03,1.73
4.733333333333322,2075.53,0.03,1.73
4.7499999999999885,2075.87,0.03,1.73
4.766666666666655,2078.53,0.03,1.78
4.783333333333322,2076.56,0.03,1.78
4.799999999999988,2078.19,0.03,1.73
4.816666666666655,2078.73,0.03,1.69
4.8333333333333215,2075.87,0.03,1.68
4.849999999999988,2077.49,0.03,1.68
4.866666666666655,2079.55,0.03,1.73
4.883333333333321,2080.28,0.03,1.78
4.899999999999988,2080.16,0.03,1.73
4.9166666666666545,2080.5,0.03,1.73
4.933333333333321,2080.73,0.03,1.69
4.949999999999988,2079.55,0.03,1.68
4.966666666666654,2079.69,0.03,1.73
4.983333333333321,2082.02,0.03,1.73
4.999999999999988,2082.32,0.03,1.78
5.016666666666654,2081.6,0.03,1.83
5.033333333333321,2083.28,0.03,1.73
5.049999999999987,2081.71,0.03,1.69
5.066666666666654,2080.86,0.03,1.78
5.083333333333321,2081.19,0.03,1.78
5.099999999999987,2082.3,0.03,1.73
5.116666666666654,2083.95,0.03,1.78
5.13333333333332,2085.42,0.03,1.73
5.149999999999987,2084.82,0.03,1.73
5.166666666666654,2083.15,0.03,1.78
5.18333333333332,2083.19,0.03,1.73
5.199999999999987,2084.34,0.03,1.73
5.2166666666666535,2084.26,0.03,1.73
5.23333333333332,2086.26,0.03,1.69
5.249999999999987,2087.64,0.03,1.73
5.266666666666653,2087.89,0.03,1.73
5.28333333333332,2088.23,0.03,1.73
5.2999999999999865,2087.58,0.03,1.73
5.316666666666653,2084.17,0.03,1.83
5.33333333333332,2086.94,0.03,1.73
5.349999999999986,2087.77,0.03,1.73
5.366666666666653,2086.34,0.03,1.73
5.3833333333333195,2088.28,0.03,1.73
5.399999999999986,2088.69,0.03,1.73
5.416666666666653,2088.23,0.03,1.78
5.433333333333319,2089.35,0.03,1.78
5.449999999999986,2091.31,0.03,1.73
5.466666666666653,2090.24,0.03,1.73
5.483333333333319,2091.76,0.03,1.69
5.499999999999986,2089.44,0.03,1.73
5.516666666666652,2089.41,0.03,1.73
5.533333333333319,2090.29,0.03,1.73
5.549999999999986,2090.51,0.03,1.73
5.566666666666652,2092.39,0.03,1.78
5.583333333333319,2092.33,0.03,1.78
5.599999999999985,2093.9,0.03,1.73
5.616666666666652,2092.73,0.03,1.73
5.633333333333319,2092.54,0.03,1.73
5.649999999999985,2092.29,0.03,1.73
5.666666666666652,2091.43,0.03,1.73
5.6833333333333185,2093.19,0.03,1.73
5.699999999999985,2095.09,0.03,1.69
5.716666666666652,2095.33,0.03,1.69
5.733333333333318,2096.75,0.03,1.73
5.749999999999985,2096.5,0.03,1.73
5.7666666666666515,2095.63,0.03,1.73
5.783333333333318,2096.43,0.03,1.78
5.799999999999985,2096.61,0.03,1.73
5.816666666666651,2097.39,0.03,1.69
5.833333333333318,2097.18,0.03,1.73
5.8499999999999845,2094.86,0.03,1.73
5.866666666666651,2095.41,0.03,1.73
5.883333333333318,2096.59,0.03,1.69
5.899999999999984,2097.19,0.03,1.73
5.916666666666651,2098.86,0.03,1.69
5.933333333333318,2099.67,0.03,1.73
5.949999999999984,2096.98,0.03,1.73
5.966666666666651,2097.95,0.03,1.78
5.983333333333317,2098.86,0.03,1.83
5.999999999999984,2100.43,0.03,1.78
6.016666666666651,2103.1,0.03,1.73
6.033333333333317,2099.95,0.03,1.78
6.049999999999984,2100.92,0.03,1.73
6.06666666666665,2099.81,0.03,1.73
6.083333333333317,2098.63,0.03,1.78
6.099999999999984,2099.23,0.03,1.73
6.11666666666665,2100.63,0.03,1.73
6.133333333333317,2101.6,0.03,1.73
6.1499999999999835,2101.55,0.03,1.73
